node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note,node_type
10139061,BIYA HOLDINGS LIMITED,BIYA HOLDINGS LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,6007387,14-MAR-2008,15-OCT-2012,31-OCT-2013,,Changed agent,Mossack Fonseca,,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10148244,Rosemallow Investment Limited,Rosemallow Investment Limited,,BVI,British Virgin Islands,,"MINERVA FIDUCIARY SERVICES (MAURITIUS) LIMITED SUITE 2004, LEVEL 2 ALEXANDER HOUSE 35 CYBERCITY EBENE MAURITIUS PORT LOUIS MAURITIUS",6013911,19-JAN-2005,,,,Active,Mossack Fonseca,,MUS,Mauritius,Panama Papers,The Panama Papers data is current through 2015,,company
10169708,EXECUTIVE DESIGN LIMITED,EXECUTIVE DESIGN LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,800715,17-MAR-1992,27-JUL-2015,31-DEC-2016,,In transition,Mossack Fonseca,8606-B,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10174136,QUANTUM OILFIELD MANAGEMENT LIMITED,QUANTUM OILFIELD MANAGEMENT LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,809742,24-APR-1998,03-APR-2014,31-DEC-2014,,Dissolved,Mossack Fonseca,"75,286 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10175113,SOUND SECURITIES LIMITED,SOUND SECURITIES LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,801916,04-JAN-1994,23-APR-2012,31-DEC-2012,,Dissolved,Mossack Fonseca,19482B,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10175155,METCALFE HOLDINGS LIMITED,METCALFE HOLDINGS LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,807521,14-APR-1997,27-OCT-2009,31-DEC-2009,,Bad debt account,Mossack Fonseca,"56,679 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10175686,SERENE LIMITED,SERENE LIMITED,,BAH,Bahamas,,CAPITAL GROWTH LIMITED SUITES 21 & 22 VICTORIA HOUSE 26 MAIN STREET PO BOX 394 GIBRALTAR,809364,25-FEB-1998,,,,Active,Mossack Fonseca,"72,731 B",GIB,Gibraltar,Panama Papers,The Panama Papers data is current through 2015,,company
10175730,PAIGE LIMITED,PAIGE LIMITED,,BAH,Bahamas,,MINERVA MIDDLE EAST JLT UNIT NO. 2102; SABA TOWER 1; PLOT NO. E3 JUMEIRAH LAKES TOWERS; P.O. BOX 24075 DUBAI UNITED ARAB EMIRATES,807986,11-JUL-1997,,,,Active,Mossack Fonseca,"62,136 B",ARE,United Arab Emirates,Panama Papers,The Panama Papers data is current through 2015,,company
10177338,PRIMARK LIMITED,PRIMARK LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,800810,12-JUN-1992,24-APR-2014,31-DEC-2014,,Dissolved,Mossack Fonseca,9766-B,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10177398,CORFIELD LIMITED,CORFIELD LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,801466,10-AUG-1993,,,,Active,Mossack Fonseca,16471B,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10178327,TRANSWELL INDUSTRIES LIMITED,TRANSWELL INDUSTRIES LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,809377,27-FEB-1998,27-OCT-2009,31-DEC-2009,,Bad debt account,Mossack Fonseca,"72,829 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10178871,HILLDALE LIMITED,HILLDALE LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,809631,01-APR-1998,26-JUL-2011,31-DEC-2011,,Relocated in new jurisdiction,Mossack Fonseca,"73,728 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10179028,SANDIA COMPANY LIMITED,SANDIA COMPANY LIMITED,,BAH,Bahamas,,"OVERSEAS MANAGEMENT COMPANY INC. P.O. BOX 0816-00548 PANAMA, REPUBLICA DE PANAMA",812692,07-APR-1998,02-JUN-2009,31-DEC-2009,,Changed agent,Mossack Fonseca,"74,661 B",PAN,Panama,Panama Papers,The Panama Papers data is current through 2015,,company
10179083,FLEG TRADING LTD,FLEG TRADING LTD,,BAH,Bahamas,,"CR. SANTIAGO LUSSICH TORRENDELL MISIONES Nº 1.371  PISO 4º ( C.P. 11.100 )  MONTEVIDEO, URUGUAY",809627,31-MAR-1998,05-JAN-2009,31-DEC-2008,,Defaulted,Mossack Fonseca,"73,694 B",URY,Uruguay,Panama Papers,The Panama Papers data is current through 2015,,company
10179416,PAIGE RESOURCES LIMITED,PAIGE RESOURCES LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,813331,16-OCT-2000,16-DEC-2011,31-DEC-2012,,Defaulted,Mossack Fonseca,"115,212 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10180417,MULLIGAN LIMITED,MULLIGAN LIMITED,,BAH,Bahamas,,MINERVA (MIDDLE EAST) LIMITED THE MONARCH BUSINESS TOWER LEVEL 9  1 SHEIKH ZAYED ROAD DUBAI UNITED ARAB EMIRATES,807461,03-APR-1997,,,,Active,Mossack Fonseca,"55,973 B",ARE,United Arab Emirates,Panama Papers,The Panama Papers data is current through 2015,,company
10181424,ANADALE INTERNATIONAL LIMITED,ANADALE INTERNATIONAL LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,811390,14-JUN-1999,02-JAN-2015,31-DEC-2014,,Defaulted,Mossack Fonseca,"91,670 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10181795,FRANI HOLDINGS LIMITED,FRANI HOLDINGS LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,808489,06-OCT-1997,11-APR-2011,31-DEC-2012,,Dissolved,Mossack Fonseca,"66,801 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10182411,WOODBERRY HOLDINGS LIMITED,WOODBERRY HOLDINGS LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,811891,19-OCT-1999,02-JAN-2008,31-DEC-2007,,Defaulted,Mossack Fonseca,"97,594 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10182721,INTERNATIONAL EQUIPMENT (BAHAMAS) LTD.,INTERNATIONAL EQUIPMENT (BAHAMAS) LTD.,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,807787,05-JUN-1997,05-JAN-2009,31-DEC-2008,,Defaulted,Mossack Fonseca,"59,156 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10183256,OAO LIMITED,OAO LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,813215,31-AUG-2000,04-JAN-2010,31-DEC-2009,,Defaulted,Mossack Fonseca,"113,343 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10185311,MEDITERRANEAN CONSULTING LIMITED,MEDITERRANEAN CONSULTING LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,813173,17-AUG-2000,,31-DEC-2012,,Defaulted,Mossack Fonseca,"112,868 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10198707,CLIVE SECURITIES LIMITED,CLIVE SECURITIES LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,554619,07-MAY-2003,01-NOV-2005,31-OCT-2005,,Defaulted,Mossack Fonseca,544165,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10198976,R & A PRECIOUS METALS LIMITED,R & A PRECIOUS METALS LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,554998,28-MAY-2003,01-NOV-2006,31-OCT-2006,,Defaulted,Mossack Fonseca,546445,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10199125,ARVON PROPERTY HOLDINGS LTD.,ARVON PROPERTY HOLDINGS LTD.,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,533153,30-SEP-1999,,30-APR-2014,,Inactivated,Mossack Fonseca,345899,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10199651,GANDER PROPERTY HOLDINGS LTD.,GANDER PROPERTY HOLDINGS LTD.,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,549418,10-JUL-2002,15-DEC-2015,30-APR-2017,,In transition,Mossack Fonseca,504511,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200239,GLENSVALLEY HOLDINGS LIMITED,GLENSVALLEY HOLDINGS LIMITED,,BVI,British Virgin Islands,,FINANCIAL CONSULTANTS (JERSEY) LIMITED CENTENARY HOUSE LA GRANDE ROUTE DE ST PIERRE ST PETER JERSEY JE3 7AY,557869,03-NOV-2003,07-FEB-2014,30-APR-2015,,Dissolved,Mossack Fonseca,566366,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200324,DOME MANAGEMENT SA,DOME MANAGEMENT SA,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,558327,26-NOV-2003,,,,Active,Mossack Fonseca,569383,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200751,OVAL ESTATES LIMITED,OVAL ESTATES LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,559267,20-JAN-2004,,,,Active,Mossack Fonseca,578423,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200759,TREMONDE CORPORATION,TREMONDE CORPORATION,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,535452,17-FEB-2000,26-AUG-2008,31-OCT-2009,,Inactivated,Mossack Fonseca,369879,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200971,NEALA COMPANY LIMITED,NEALA COMPANY LIMITED,,BVI,British Virgin Islands,,HELM TRUST COMPANY LIMITED 1ST FLOOR; 17 BOND STREET  ST. HELIER; JERSEY JE2 3NP CHANNEL ISLANDS *S.I.*,559839,16-FEB-2004,,,,Active,Mossack Fonseca,581668,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10200986,ZANZIBAR TOURISM AND HOSPITALITY INVESTMENTS LIMITED,ZANZIBAR TOURISM AND HOSPITALITY INVESTMENTS LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,559566,23-JAN-2004,,,,Active,Mossack Fonseca,579121,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10201600,FRIENDLY FINANCE LIMITED,FRIENDLY FINANCE LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,566541,15-DEC-2004,15-DEC-2015,30-APR-2017,,In transition,Mossack Fonseca,630191,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10202418,ANNMAR RESOURCES LIMITED,ANNMAR RESOURCES LIMITED,,BVI,British Virgin Islands,,MARCUARD HERITAGE AG  TALSTRASSE 82  8001 ZURICH,541195,02-FEB-2001,01-NOV-2012,31-OCT-2012,,Defaulted,Mossack Fonseca,430361,CHE,Switzerland,Panama Papers,The Panama Papers data is current through 2015,,company
10202503,LORADO S.A.,LORADO S.A.,,BVI,British Virgin Islands,,"MANN MADE CORPORATE SERVICES LIMITED 19 - 21 CIRCULAR ROAD DOUGLAS  IM1 1AF,  ISLE OF MAN",541529,19-FEB-2001,,,,Active,Mossack Fonseca,432566,IMN,Isle of Man,Panama Papers,The Panama Papers data is current through 2015,,company
10202592,TROPICAL FINANCE LTD.,TROPICAL FINANCE LTD.,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,541845,22-OCT-1999,27-NOV-2015,30-APR-2017,,In transition,Mossack Fonseca,349195,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10202867,Bencameron Limited,Bencameron Limited,,BVI,British Virgin Islands,,HELM TRUST COMPANY LIMITED 1ST FLOOR; 17 BOND STREET  ST. HELIER; JERSEY JE2 3NP CHANNEL ISLANDS *S.I.*,570911,25-MAY-2005,,,,Active,Mossack Fonseca,658371,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10203385,NESCOLL LIMITED,NESCOLL LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,579412,27-JAN-1993,22-JUL-2014,31-OCT-2015,,Changed agent,Mossack Fonseca,77606,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10204408,EUROPEAN CREW LEASE LIMITED,EUROPEAN CREW LEASE LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,562310,18-JUN-2004,,31-OCT-2012,,Defaulted,Mossack Fonseca,601107,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10204952,ROCKOVER RESOURCES LIMITED,ROCKOVER RESOURCES LIMITED,,BVI,British Virgin Islands,,"NORTHERN WYCHWOOD LIMITED 1ST FLOOR EXCHANGE HOUSE 54-58 ATHOL STREET DOUGLAS, ISLE OF MAN IM1 1JD",6010373,30-NOV-1999,,,,Active,Mossack Fonseca,354572,IMN,Isle of Man,Panama Papers,The Panama Papers data is current through 2015,,company
10205379,FERRY VIEW HOLDINGS LIMITED,FERRY VIEW HOLDINGS LIMITED,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,563426,20-JUL-2004,,,,Active,Mossack Fonseca,606858,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10206129,ENERGY DEPLOYMENT INTERNATIONAL INC.,ENERGY DEPLOYMENT INTERNATIONAL INC.,,BVI,British Virgin Islands,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,574345,20-AUG-1990,02-MAY-2007,30-APR-2007,,Defaulted,Mossack Fonseca,33721,JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
10206223,WINTRIS INC.,WINTRIS INC.,,BVI,British Virgin Islands,,LUXEMBOURG INTERNATIONAL CONSULTING S.A. 11; AVENUE DE LA PORTE NEUVE LUXEMBOURG CITY L-2227; LUXEMBOURG DISTRICT LUXEMBOURG,590298,09-OCT-2007,,,,Active,Mossack Fonseca,,LUX,Luxembourg,Panama Papers,The Panama Papers data is current through 2015,,company
10210092,HANGON PROPERTY HOLDINGS LIMITED,HANGON PROPERTY HOLDINGS LIMITED,,BVI,British Virgin Islands,,MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS,584956,27-FEB-2007,25-FEB-2008,31-OCT-2008,,Changed agent,Mossack Fonseca,,BHS,Bahamas,Panama Papers,The Panama Papers data is current through 2015,,company
10211538,LIGHTING DESIGN ASSOCIATES LIMITED,LIGHTING DESIGN ASSOCIATES LIMITED,,BAH,Bahamas,,MINERVA TRUST & CORPORATE SERVICES LIMITED P.O. BOX 218 43-45 LA MOTTE STREET; ST. HELIER JE4 8SD; JERSEY UNITED KINGDOM,810017,22-JUN-1998,28-JUL-2009,31-DEC-2010,,Dissolved,Mossack Fonseca,"77,899 B",JEY,Jersey,Panama Papers,The Panama Papers data is current through 2015,,company
